epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,59.0199,0.70094,0.537,1,0.66754,0.000554185,0.000554185,0.000554185
2,113.715,0.69396,0.526,1,nan,0.00109886,0.00109886,0.00109886
3,167.535,0.68678,0.614,1,0.64256,0.00163254,0.00163254,0.00163254
4,221.307,0.68996,0.603,1,0.65485,0.00161749,0.00161749,0.00161749
5,274.895,0.69041,0.537,1,0.67604,0.00160099,0.00160099,0.00160099
6,328.171,0.69155,0.559,1,0.68106,0.00158448,0.00158448,0.00158448
7,381.47,0.68951,0.623,1,0.65889,0.00156798,0.00156798,0.00156798
8,436.421,0.69387,0.571,1,0.68706,0.00155148,0.00155148,0.00155148
9,489.879,0.6925,0.616,1,0.67263,0.00153497,0.00153497,0.00153497
10,543.261,0.6908,0.677,1,0.6749,0.00151847,0.00151847,0.00151847
11,597.126,0.68838,0.569,1,0.66853,0.00150197,0.00150197,0.00150197
12,650.716,0.66885,0.682,1,0.60829,0.00148546,0.00148546,0.00148546
13,704.392,0.66592,0.751,1,0.56889,0.00146896,0.00146896,0.00146896
14,758.098,0.65748,0.676,1,0.61091,0.00145246,0.00145246,0.00145246
15,812.251,0.63648,0.658,1,0.64038,0.00143595,0.00143595,0.00143595
16,865.593,0.62511,0.672,1,0.63665,0.00141945,0.00141945,0.00141945
17,918.821,0.62854,0.603,1,0.69214,0.00140295,0.00140295,0.00140295
18,972.115,0.623,0.703,1,0.57821,0.00138644,0.00138644,0.00138644
19,1025.78,0.59332,0.617,1,0.63531,0.00136994,0.00136994,0.00136994
20,1079.01,0.59901,0.756,1,0.56569,0.00135344,0.00135344,0.00135344
21,1132.56,0.58576,0.627,1,0.61442,0.00133693,0.00133693,0.00133693
22,1186.3,0.57494,0.633,1,0.56763,0.00132043,0.00132043,0.00132043
23,1239.19,0.56591,0.649,1,0.62781,0.00130393,0.00130393,0.00130393
24,1292.16,0.55582,0.663,1,0.6098,0.00128742,0.00128742,0.00128742
25,1346.46,0.53426,0.63,1,0.61133,0.00127092,0.00127092,0.00127092
26,1400.62,0.52109,0.685,1,0.59917,0.00125442,0.00125442,0.00125442
27,1454.11,0.46091,0.733,1,0.50927,0.00123791,0.00123791,0.00123791
28,1507.4,0.39889,0.633,1,0.89221,0.00122141,0.00122141,0.00122141
29,1560.75,0.36228,0.61,1,0.77605,0.00120491,0.00120491,0.00120491
30,1613.46,0.35058,0.631,1,0.71982,0.0011884,0.0011884,0.0011884
31,1667.07,0.28849,0.588,1,0.84074,0.0011719,0.0011719,0.0011719
32,1720.17,0.3186,0.557,1,1.21542,0.0011554,0.0011554,0.0011554
33,1773.64,0.28126,0.554,1,1.67862,0.00113889,0.00113889,0.00113889
34,1827.14,0.26479,0.612,1,1.12736,0.00112239,0.00112239,0.00112239
35,1882.62,0.2651,0.56,1,0.96799,0.00110589,0.00110589,0.00110589
36,1936.34,0.26288,0.537,1,1.34194,0.00108938,0.00108938,0.00108938
37,1988.85,0.23367,0.615,1,1.39286,0.00107288,0.00107288,0.00107288
38,2041.79,0.23639,0.547,1,1.21971,0.00105638,0.00105638,0.00105638
39,2095.44,0.20369,0.547,1,1.5445,0.00103987,0.00103987,0.00103987
40,2149.37,0.23208,0.6,1,1.27733,0.00102337,0.00102337,0.00102337
41,2202.96,0.20417,0.546,1,1.94558,0.00100687,0.00100687,0.00100687
42,2256.31,0.21467,0.539,1,1.46363,0.000990365,0.000990365,0.000990365
43,2311.14,0.20627,0.607,1,1.05595,0.000973861,0.000973861,0.000973861
44,2365.92,0.18031,0.545,1,1.91023,0.000957358,0.000957358,0.000957358
45,2421.41,0.16803,0.621,1,1.22612,0.000940855,0.000940855,0.000940855
46,2475.7,0.17009,0.629,1,1.40726,0.000924352,0.000924352,0.000924352
47,2530.48,0.15048,0.562,1,2.18645,0.000907848,0.000907848,0.000907848
48,2584.82,0.16661,0.612,1,1.62995,0.000891345,0.000891345,0.000891345
49,2638.13,0.18303,0.647,1,1.19823,0.000874842,0.000874842,0.000874842
50,2692.16,0.16824,0.575,1,1.77457,0.000858338,0.000858338,0.000858338
51,2745.75,0.14679,0.597,1,1.58493,0.000841835,0.000841835,0.000841835
52,2800.09,0.13429,0.56,1,1.84294,0.000825332,0.000825332,0.000825332
53,2853.39,0.14077,0.631,1,1.64157,0.000808828,0.000808828,0.000808828
54,2907.31,0.14976,0.64,1,1.29443,0.000792325,0.000792325,0.000792325
55,2960.53,0.14893,0.572,1,1.44494,0.000775822,0.000775822,0.000775822
56,3014,0.14907,0.601,1,2.01215,0.000759318,0.000759318,0.000759318
57,3068.99,0.14389,0.639,1,1.34238,0.000742815,0.000742815,0.000742815
58,3123.45,0.15112,0.628,1,1.40934,0.000726312,0.000726312,0.000726312
59,3178.52,0.13173,0.616,1,1.32405,0.000709809,0.000709809,0.000709809
60,3233,0.14268,0.604,1,1.85608,0.000693305,0.000693305,0.000693305
61,3287.18,0.13525,0.639,1,1.29818,0.000676802,0.000676802,0.000676802
62,3341.8,0.11897,0.588,1,1.72209,0.000660299,0.000660299,0.000660299
63,3395.02,0.12921,0.614,1,1.83788,0.000643795,0.000643795,0.000643795
64,3448.25,0.11628,0.616,1,1.73623,0.000627292,0.000627292,0.000627292
65,3501.76,0.11751,0.619,1,1.5962,0.000610789,0.000610789,0.000610789
66,3554.69,0.12777,0.616,1,1.49068,0.000594286,0.000594286,0.000594286
67,3609.14,0.10635,0.629,1,1.54747,0.000577782,0.000577782,0.000577782
68,3663.33,0.12638,0.61,1,1.76768,0.000561279,0.000561279,0.000561279
69,3717.58,0.12467,0.597,1,1.52609,0.000544776,0.000544776,0.000544776
70,3771.54,0.11648,0.617,1,1.59988,0.000528272,0.000528272,0.000528272
71,3825.34,0.10718,0.612,1,1.74482,0.000511769,0.000511769,0.000511769
72,3879.92,0.10263,0.614,1,1.51976,0.000495266,0.000495266,0.000495266
73,3933.83,0.11217,0.618,1,1.46656,0.000478762,0.000478762,0.000478762
74,3986.85,0.10367,0.615,1,1.79776,0.000462259,0.000462259,0.000462259
75,4039.8,0.09537,0.652,1,1.51497,0.000445756,0.000445756,0.000445756
76,4094.03,0.09154,0.657,1,1.51298,0.000429253,0.000429253,0.000429253
77,4147.25,0.10171,0.576,1,1.75239,0.000412749,0.000412749,0.000412749
78,4200.39,0.09169,0.64,1,1.69875,0.000396246,0.000396246,0.000396246
79,4253.26,0.10205,0.63,1,1.64287,0.000379743,0.000379743,0.000379743
80,4306.51,0.10022,0.651,1,1.41889,0.000363239,0.000363239,0.000363239
81,4361.12,0.09006,0.586,1,1.65131,0.000346736,0.000346736,0.000346736
82,4414.72,0.10927,0.623,1,1.51319,0.000330233,0.000330233,0.000330233
83,4467.62,0.08482,0.622,1,1.71374,0.000313729,0.000313729,0.000313729
84,4521.28,0.08282,0.664,1,1.55465,0.000297226,0.000297226,0.000297226
85,4574.27,0.07862,0.642,1,1.57972,0.000280723,0.000280723,0.000280723
86,4628.41,0.09443,0.636,1,1.66657,0.00026422,0.00026422,0.00026422
87,4681.79,0.08738,0.638,1,1.49731,0.000247716,0.000247716,0.000247716
88,4735.65,0.08191,0.644,1,1.60425,0.000231213,0.000231213,0.000231213
89,4789.18,0.08265,0.627,1,1.62172,0.00021471,0.00021471,0.00021471
90,4842.68,0.08347,0.645,1,1.51514,0.000198206,0.000198206,0.000198206
91,4897.1,0.07167,0.642,1,1.5127,0.000181703,0.000181703,0.000181703
92,4950.28,0.10035,0.636,1,1.35185,0.0001652,0.0001652,0.0001652
93,5003.68,0.08112,0.636,1,1.41092,0.000148696,0.000148696,0.000148696
94,5056.89,0.06924,0.63,1,1.63828,0.000132193,0.000132193,0.000132193
95,5109.81,0.08151,0.633,1,1.55598,0.00011569,0.00011569,0.00011569
96,5163.14,0.0838,0.647,1,1.43717,9.91865e-05,9.91865e-05,9.91865e-05
97,5218.02,0.06907,0.635,1,1.54683,8.26832e-05,8.26832e-05,8.26832e-05
98,5272.69,0.08469,0.643,1,1.42109,6.61799e-05,6.61799e-05,6.61799e-05
99,5327.24,0.07214,0.653,1,1.3963,4.96766e-05,4.96766e-05,4.96766e-05
100,5380.87,0.07578,0.655,1,1.42537,3.31733e-05,3.31733e-05,3.31733e-05
