epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
55,2961.01,0.09603,0.616,1,1.26903,0.000775822,0.000775822,0.000775822
56,3014.98,0.0945,0.587,1,1.375,0.000759318,0.000759318,0.000759318
57,3068.27,0.08106,0.645,1,1.43323,0.000742815,0.000742815,0.000742815
58,3122.23,0.08335,0.594,1,1.80326,0.000726312,0.000726312,0.000726312
59,3176.49,0.07176,0.578,1,1.91181,0.000709809,0.000709809,0.000709809
60,3230.32,0.0796,0.662,1,1.24013,0.000693305,0.000693305,0.000693305
61,3283.55,0.08316,0.636,1,1.29383,0.000676802,0.000676802,0.000676802
62,3336.49,0.06811,0.633,1,1.42093,0.000660299,0.000660299,0.000660299
63,3390.31,0.05794,0.629,1,1.47967,0.000643795,0.000643795,0.000643795
64,3443.88,0.05232,0.639,1,1.67156,0.000627292,0.000627292,0.000627292
65,3497.53,0.05868,0.621,1,1.24851,0.000610789,0.000610789,0.000610789
66,3550.91,0.05984,0.622,1,1.57268,0.000594286,0.000594286,0.000594286
67,3607.15,0.05644,0.643,1,1.3565,0.000577782,0.000577782,0.000577782
68,3660.97,0.07598,0.678,1,1.10541,0.000561279,0.000561279,0.000561279
69,3717.93,0.05193,0.649,1,1.64751,0.000544776,0.000544776,0.000544776
70,3773.1,0.05611,0.635,1,1.34915,0.000528272,0.000528272,0.000528272
71,3829.5,0.04257,0.673,1,1.31369,0.000511769,0.000511769,0.000511769
72,3886.18,0.04814,0.601,1,1.89933,0.000495266,0.000495266,0.000495266
73,3942.72,0.05432,0.683,1,1.38663,0.000478762,0.000478762,0.000478762
74,3999.38,0.05154,0.672,1,1.30028,0.000462259,0.000462259,0.000462259
75,4055.76,0.05704,0.594,1,1.70195,0.000445756,0.000445756,0.000445756
76,4111.82,0.04866,0.655,1,1.45134,0.000429253,0.000429253,0.000429253
77,4167.28,0.05817,0.618,1,1.37989,0.000412749,0.000412749,0.000412749
78,4222.43,0.04183,0.664,1,1.38057,0.000396246,0.000396246,0.000396246
79,4276.7,0.04873,0.68,1,1.00557,0.000379743,0.000379743,0.000379743
80,4330.63,0.04523,0.637,1,1.59288,0.000363239,0.000363239,0.000363239
81,4384.77,0.04349,0.663,1,1.56869,0.000346736,0.000346736,0.000346736
82,4438.26,0.06019,0.662,1,1.26757,0.000330233,0.000330233,0.000330233
83,4493.94,0.04409,0.644,1,1.34627,0.000313729,0.000313729,0.000313729
84,4548.7,0.05777,0.642,1,1.6005,0.000297226,0.000297226,0.000297226
85,4603.78,0.04224,0.65,1,1.23326,0.000280723,0.000280723,0.000280723
86,4658.35,0.03713,0.613,1,1.43499,0.00026422,0.00026422,0.00026422
87,4713.55,0.05229,0.638,1,1.38334,0.000247716,0.000247716,0.000247716
88,4768.1,0.03877,0.664,1,1.30266,0.000231213,0.000231213,0.000231213
89,4822.56,0.03582,0.647,1,1.65178,0.00021471,0.00021471,0.00021471
90,4877.02,0.04179,0.629,1,1.49309,0.000198206,0.000198206,0.000198206
91,4932.74,0.03738,0.672,1,1.37593,0.000181703,0.000181703,0.000181703
92,4987.31,0.02925,0.735,1,1.24329,0.0001652,0.0001652,0.0001652
93,5042.06,0.04541,0.659,1,1.58794,0.000148696,0.000148696,0.000148696
94,5097.07,0.03445,0.71,1,1.20416,0.000132193,0.000132193,0.000132193
95,5152.11,0.0389,0.663,1,1.55793,0.00011569,0.00011569,0.00011569
96,5207.33,0.04924,0.654,1,1.62609,9.91865e-05,9.91865e-05,9.91865e-05
97,5262.19,0.0362,0.649,1,1.66606,8.26832e-05,8.26832e-05,8.26832e-05
98,5317.28,0.02905,0.659,1,1.46502,6.61799e-05,6.61799e-05,6.61799e-05
99,5373.11,0.02625,0.657,1,1.44928,4.96766e-05,4.96766e-05,4.96766e-05
100,5427.91,0.0328,0.652,1,1.54088,3.31733e-05,3.31733e-05,3.31733e-05
