epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
51,17551.8,2.71831,3.61332,3.37418,0.45632,0.47076,0.31532,0.15014,4.55864,5.11738,5.54382,0.000841835,0.000841835,0.000841835
52,17850,2.69359,3.58392,3.37158,0.46342,0.45623,0.31301,0.14168,4.52409,5.16181,5.56945,0.000825332,0.000825332,0.000825332
53,18148.1,2.68557,3.56293,3.35871,0.40259,0.44834,0.26519,0.11168,4.49282,5.34041,5.601,0.000808828,0.000808828,0.000808828
54,18446.6,2.69664,3.55352,3.37372,0.40193,0.45517,0.26919,0.12647,4.413,5.29777,5.62085,0.000792325,0.000792325,0.000792325
55,18744.6,2.67066,3.52663,3.35724,0.38636,0.5039,0.27163,0.12014,4.46258,5.26305,5.56246,0.000775822,0.000775822,0.000775822
56,19042.8,2.67973,3.55126,3.34987,0.39325,0.46491,0.27245,0.13293,4.56273,5.23411,5.66648,0.000759318,0.000759318,0.000759318
57,19341.3,2.66949,3.51287,3.33154,0.40853,0.47271,0.29955,0.13371,4.645,5.18423,5.60387,0.000742815,0.000742815,0.000742815
58,19639.6,2.61482,3.46528,3.29878,0.39863,0.47563,0.26955,0.12064,4.48441,5.34142,5.59976,0.000726312,0.000726312,0.000726312
59,19938.3,2.62019,3.4816,3.30115,0.36146,0.46589,0.28248,0.14159,4.45559,5.33351,5.467,0.000709809,0.000709809,0.000709809
60,20237.2,2.60596,3.43069,3.2895,0.38532,0.42885,0.26999,0.12228,4.77659,5.40064,5.79108,0.000693305,0.000693305,0.000693305
61,20536.2,2.60666,3.44182,3.2856,0.36364,0.44834,0.28151,0.13793,4.55639,5.23797,5.61917,0.000676802,0.000676802,0.000676802
62,20834.7,2.61101,3.40734,3.28909,0.40284,0.45432,0.29981,0.13758,4.64004,5.12977,5.5861,0.000660299,0.000660299,0.000660299
63,21134,2.61134,3.39521,3.29379,0.38354,0.41618,0.28438,0.13138,4.59193,5.34961,5.58015,0.000643795,0.000643795,0.000643795
64,21432.6,2.56962,3.35201,3.25727,0.35515,0.46686,0.26273,0.12165,4.64983,5.48069,5.79125,0.000627292,0.000627292,0.000627292
65,21731.8,2.56895,3.34572,3.24323,0.37482,0.46004,0.26969,0.12186,4.67873,5.35916,5.78451,0.000610789,0.000610789,0.000610789
66,22031,2.55389,3.36262,3.22968,0.39994,0.49318,0.28532,0.1299,4.56304,5.42142,5.67969,0.000594286,0.000594286,0.000594286
67,22329.9,2.57009,3.38272,3.27847,0.39326,0.41423,0.26734,0.13316,4.68547,5.36794,5.6954,0.000577782,0.000577782,0.000577782
68,22629.4,2.53153,3.27771,3.21506,0.41377,0.48148,0.28643,0.13656,4.47273,5.33439,5.57587,0.000561279,0.000561279,0.000561279
69,22928.2,2.52825,3.31096,3.22595,0.43576,0.43762,0.27864,0.12972,4.64054,5.34473,5.71688,0.000544776,0.000544776,0.000544776
70,23227.3,2.50325,3.2714,3.20124,0.42474,0.4347,0.26988,0.11667,4.75221,5.38197,5.9363,0.000528272,0.000528272,0.000528272
71,23525.6,2.4816,3.24444,3.18675,0.39132,0.47661,0.27399,0.12183,4.52339,5.50735,5.67883,0.000511769,0.000511769,0.000511769
72,23824.5,2.50123,3.23287,3.19284,0.40348,0.44347,0.25501,0.11388,4.69885,5.54966,5.87372,0.000495266,0.000495266,0.000495266
73,24123.5,2.50555,3.21902,3.19131,0.41236,0.44639,0.26467,0.11718,4.76017,5.4041,5.79077,0.000478762,0.000478762,0.000478762
74,24421.8,2.48356,3.20828,3.15598,0.39259,0.44152,0.25697,0.11743,4.60449,5.33908,5.66706,0.000462259,0.000462259,0.000462259
75,24720.7,2.46734,3.20672,3.14961,0.38247,0.46199,0.25799,0.11281,4.75611,5.35166,5.81607,0.000445756,0.000445756,0.000445756
76,25019.9,2.47137,3.21543,3.16686,0.39667,0.44542,0.2739,0.12113,4.68542,5.4157,5.74693,0.000429253,0.000429253,0.000429253
77,25318.3,2.48473,3.19756,3.17063,0.41376,0.44921,0.26255,0.10446,4.79468,5.57377,5.87713,0.000412749,0.000412749,0.000412749
78,25616.9,2.43511,3.16336,3.13525,0.44666,0.45614,0.28207,0.10962,4.7685,5.61426,5.80408,0.000396246,0.000396246,0.000396246
79,25915.8,2.44653,3.17332,3.15552,0.38451,0.45614,0.25958,0.11433,4.64529,5.36963,5.69816,0.000379743,0.000379743,0.000379743
80,26214.3,2.43329,3.18796,3.14264,0.38468,0.44639,0.24574,0.10247,4.81794,5.48057,5.97854,0.000363239,0.000363239,0.000363239
81,26515.6,2.41394,3.13141,3.12968,0.41865,0.43177,0.26269,0.10259,4.78809,5.53638,5.91053,0.000346736,0.000346736,0.000346736
82,26814,2.40667,3.09059,3.11761,0.38578,0.44055,0.24432,0.10225,4.78586,5.54606,5.91396,0.000330233,0.000330233,0.000330233
83,27113.4,2.41217,3.13289,3.10966,0.38068,0.44639,0.25885,0.11599,4.78491,5.39609,5.95937,0.000313729,0.000313729,0.000313729
84,27413.8,2.39062,3.09887,3.09789,0.4289,0.47651,0.27045,0.11465,4.75804,5.43105,5.85759,0.000297226,0.000297226,0.000297226
85,27713.1,2.37024,3.05454,3.09473,0.40108,0.4386,0.26298,0.10706,4.80878,5.47772,5.95235,0.000280723,0.000280723,0.000280723
86,28012.3,2.35315,3.03468,3.07855,0.42895,0.46783,0.27192,0.10959,4.88462,5.35665,5.97871,0.00026422,0.00026422,0.00026422
87,28311.2,2.354,3.03211,3.07191,0.41891,0.44758,0.25703,0.10806,4.86739,5.41016,5.96129,0.000247716,0.000247716,0.000247716
88,28609.8,2.34484,3.00486,3.0592,0.42472,0.44542,0.27144,0.11136,4.88644,5.4087,5.96853,0.000231213,0.000231213,0.000231213
89,28908.8,2.34141,2.9865,3.04967,0.44298,0.48445,0.29711,0.12328,4.83135,5.4298,5.93686,0.00021471,0.00021471,0.00021471
90,29207.9,2.35934,3.02185,3.07043,0.4077,0.46199,0.27462,0.11329,4.84203,5.43404,6.02791,0.000198206,0.000198206,0.000198206
91,29508,2.34437,2.75966,3.10579,0.3836,0.43975,0.25794,0.10948,4.80921,5.45427,5.9606,0.000181703,0.000181703,0.000181703
92,29806.6,2.30797,2.66881,3.08758,0.42649,0.46171,0.27794,0.11136,4.82782,5.30284,5.94622,0.0001652,0.0001652,0.0001652
93,30105.9,2.30085,2.62621,3.07064,0.41006,0.44347,0.25645,0.10765,4.83871,5.40683,6.06794,0.000148696,0.000148696,0.000148696
94,30404.6,2.28442,2.602,3.04819,0.42879,0.45419,0.26628,0.10602,4.81445,5.37544,6.0426,0.000132193,0.000132193,0.000132193
95,30703.4,2.27356,2.58423,3.0437,0.4561,0.4863,0.29291,0.11486,4.80514,5.3,6.00787,0.00011569,0.00011569,0.00011569
96,31001.9,2.2566,2.57238,3.03867,0.46756,0.47245,0.29337,0.11297,4.9008,5.30832,6.08418,9.91865e-05,9.91865e-05,9.91865e-05
97,31300.9,2.22564,2.53902,3.00808,0.45327,0.46784,0.28631,0.10956,4.89638,5.37161,6.08381,8.26832e-05,8.26832e-05,8.26832e-05
98,31599.5,2.2394,2.54181,3.02245,0.45175,0.47173,0.28457,0.11014,4.83553,5.34901,6.04883,6.61799e-05,6.61799e-05,6.61799e-05
99,31898.2,2.23681,2.53508,3.02845,0.44926,0.48148,0.28861,0.1138,4.83326,5.32939,6.00508,4.96766e-05,4.96766e-05,4.96766e-05
100,32196.8,2.22763,2.51976,3.00395,0.46057,0.48538,0.2949,0.11476,4.80698,5.37257,5.9792,3.31733e-05,3.31733e-05,3.31733e-05
