epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
29,1161.6,0.1154,0.61,1,1.7228,0.00120491,0.00120491,0.00120491
30,1200.78,0.13985,0.548,1,1.2674,0.0011884,0.0011884,0.0011884
31,1240,0.11921,0.576,1,1.44348,0.0011719,0.0011719,0.0011719
32,1279.64,0.12406,0.513,1,1.86932,0.0011554,0.0011554,0.0011554
33,1319.83,0.11301,0.607,1,1.46924,0.00113889,0.00113889,0.00113889
34,1359.63,0.11545,0.599,1,1.41312,0.00112239,0.00112239,0.00112239
35,1399.46,0.12251,0.574,1,2.01029,0.00110589,0.00110589,0.00110589
36,1439.11,0.10587,0.586,1,1.88911,0.00108938,0.00108938,0.00108938
37,1479.28,0.09144,0.566,1,2.53423,0.00107288,0.00107288,0.00107288
38,1519.28,0.11533,0.593,1,1.17705,0.00105638,0.00105638,0.00105638
39,1559.1,0.10396,0.592,1,1.78447,0.00103987,0.00103987,0.00103987
40,1598.77,0.11555,0.612,1,1.14541,0.00102337,0.00102337,0.00102337
41,1638.61,0.1246,0.622,1,1.4493,0.00100687,0.00100687,0.00100687
42,1678.09,0.1044,0.602,1,1.75182,0.000990365,0.000990365,0.000990365
43,1717.69,0.09479,0.573,1,1.8433,0.000973861,0.000973861,0.000973861
44,1757.12,0.07846,0.678,1,1.24801,0.000957358,0.000957358,0.000957358
45,1796.98,0.0726,0.613,1,1.79745,0.000940855,0.000940855,0.000940855
46,1837.31,0.08499,0.608,1,1.55185,0.000924352,0.000924352,0.000924352
47,1877.74,0.0726,0.603,1,2.26986,0.000907848,0.000907848,0.000907848
48,1917.84,0.08817,0.61,1,1.50977,0.000891345,0.000891345,0.000891345
49,1957.71,0.07548,0.593,1,1.76955,0.000874842,0.000874842,0.000874842
50,1997.35,0.07371,0.611,1,1.8942,0.000858338,0.000858338,0.000858338
51,2038.46,0.09203,0.612,1,1.73178,0.000841835,0.000841835,0.000841835
52,2077.67,0.10552,0.634,1,1.79741,0.000825332,0.000825332,0.000825332
53,2117.03,0.06987,0.621,1,1.48761,0.000808828,0.000808828,0.000808828
54,2156.23,0.09196,0.61,1,1.16159,0.000792325,0.000792325,0.000792325
55,2195.49,0.06754,0.597,1,1.64315,0.000775822,0.000775822,0.000775822
56,2234.71,0.10286,0.587,1,1.26351,0.000759318,0.000759318,0.000759318
57,2274.06,0.07705,0.622,1,1.31558,0.000742815,0.000742815,0.000742815
58,2313.81,0.0967,0.604,1,1.74685,0.000726312,0.000726312,0.000726312
59,2353.25,0.07359,0.611,1,1.5539,0.000709809,0.000709809,0.000709809
60,2393.37,0.0781,0.631,1,1.44761,0.000693305,0.000693305,0.000693305
61,2432.98,0.09422,0.596,1,1.48526,0.000676802,0.000676802,0.000676802
62,2472.64,0.06157,0.617,1,1.9309,0.000660299,0.000660299,0.000660299
63,2512.06,0.05614,0.61,1,1.77492,0.000643795,0.000643795,0.000643795
64,2551.43,0.07531,0.648,1,1.71382,0.000627292,0.000627292,0.000627292
65,2591.56,0.0595,0.613,1,1.64929,0.000610789,0.000610789,0.000610789
66,2631.03,0.05722,0.61,1,2.73442,0.000594286,0.000594286,0.000594286
67,2670.41,0.06025,0.613,1,1.7565,0.000577782,0.000577782,0.000577782
68,2709.6,0.08172,0.614,1,2.25917,0.000561279,0.000561279,0.000561279
69,2749.55,0.05504,0.621,1,2.03478,0.000544776,0.000544776,0.000544776
70,2789.26,0.07231,0.625,1,1.57448,0.000528272,0.000528272,0.000528272
71,2828.99,0.06625,0.624,1,1.74681,0.000511769,0.000511769,0.000511769
72,2868.56,0.06167,0.67,1,1.45726,0.000495266,0.000495266,0.000495266
73,2908.25,0.04759,0.66,1,1.28377,0.000478762,0.000478762,0.000478762
74,2947.61,0.05557,0.648,1,1.23233,0.000462259,0.000462259,0.000462259
75,2986.78,0.05354,0.647,1,1.86259,0.000445756,0.000445756,0.000445756
76,3026.48,0.06151,0.661,1,1.12925,0.000429253,0.000429253,0.000429253
77,3066.08,0.05276,0.629,1,1.59989,0.000412749,0.000412749,0.000412749
78,3105.53,0.04778,0.641,1,1.84285,0.000396246,0.000396246,0.000396246
79,3144.79,0.0523,0.617,1,1.54211,0.000379743,0.000379743,0.000379743
80,3184.46,0.04609,0.625,1,1.50338,0.000363239,0.000363239,0.000363239
81,3224.95,0.0517,0.653,1,1.50396,0.000346736,0.000346736,0.000346736
82,3264.9,0.06537,0.691,1,1.03128,0.000330233,0.000330233,0.000330233
83,3305.13,0.04099,0.661,1,1.05085,0.000313729,0.000313729,0.000313729
84,3344.45,0.04771,0.652,1,1.50176,0.000297226,0.000297226,0.000297226
85,3383.57,0.04622,0.648,1,1.25363,0.000280723,0.000280723,0.000280723
86,3423.63,0.05195,0.634,1,1.49868,0.00026422,0.00026422,0.00026422
87,3463.46,0.04035,0.646,1,1.37107,0.000247716,0.000247716,0.000247716
88,3503.27,0.04001,0.643,1,1.49033,0.000231213,0.000231213,0.000231213
89,3542.7,0.04422,0.655,1,1.31879,0.00021471,0.00021471,0.00021471
90,3582.57,0.04396,0.658,1,1.43409,0.000198206,0.000198206,0.000198206
91,3622.61,0.04145,0.659,1,1.33145,0.000181703,0.000181703,0.000181703
92,3662.19,0.03044,0.664,1,1.2309,0.0001652,0.0001652,0.0001652
93,3702.24,0.02879,0.649,1,1.38203,0.000148696,0.000148696,0.000148696
94,3741.42,0.04522,0.644,1,1.34134,0.000132193,0.000132193,0.000132193
95,3780.88,0.02709,0.636,1,1.39073,0.00011569,0.00011569,0.00011569
96,3820.1,0.03375,0.645,1,1.32119,9.91865e-05,9.91865e-05,9.91865e-05
97,3859.2,0.05111,0.69,1,1.06887,8.26832e-05,8.26832e-05,8.26832e-05
98,3898.68,0.03225,0.68,1,1.09653,6.61799e-05,6.61799e-05,6.61799e-05
99,3938.16,0.03696,0.684,1,1.11302,4.96766e-05,4.96766e-05,4.96766e-05
100,3977.61,0.02768,0.693,1,1.16734,3.31733e-05,3.31733e-05,3.31733e-05
