epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
62,3408.71,0.14257,0.637,1,1.20832,0.000660299,0.000660299,0.000660299
63,3462.84,0.16706,0.605,1,1.0862,0.000643795,0.000643795,0.000643795
64,3517.33,0.15786,0.619,1,1.47703,0.000627292,0.000627292,0.000627292
65,3571.85,0.15711,0.624,1,1.16521,0.000610789,0.000610789,0.000610789
66,3626.29,0.14272,0.63,1,1.40922,0.000594286,0.000594286,0.000594286
67,3681.62,0.14816,0.622,1,1.29105,0.000577782,0.000577782,0.000577782
68,3735.8,0.15865,0.616,1,1.1425,0.000561279,0.000561279,0.000561279
69,3791.2,0.13217,0.635,1,1.25309,0.000544776,0.000544776,0.000544776
70,3845.16,0.13089,0.626,1,1.47012,0.000528272,0.000528272,0.000528272
71,3900.16,0.12497,0.618,1,1.36972,0.000511769,0.000511769,0.000511769
72,3954.4,0.12735,0.628,1,1.20429,0.000495266,0.000495266,0.000495266
73,4007.51,0.12594,0.554,1,1.58838,0.000478762,0.000478762,0.000478762
74,4060.78,0.11655,0.603,1,1.32207,0.000462259,0.000462259,0.000462259
75,4114.3,0.11863,0.636,1,1.073,0.000445756,0.000445756,0.000445756
76,4168.07,0.12194,0.633,1,1.37011,0.000429253,0.000429253,0.000429253
77,4221.88,0.12316,0.627,1,1.16222,0.000412749,0.000412749,0.000412749
78,4276.35,0.10756,0.638,1,1.49898,0.000396246,0.000396246,0.000396246
79,4330.54,0.10238,0.583,1,1.63386,0.000379743,0.000379743,0.000379743
80,4384.88,0.11852,0.609,1,1.47777,0.000363239,0.000363239,0.000363239
81,4438.28,0.1244,0.593,1,1.54894,0.000346736,0.000346736,0.000346736
82,4492,0.10401,0.61,1,1.71683,0.000330233,0.000330233,0.000330233
83,4545.46,0.10465,0.629,1,1.21507,0.000313729,0.000313729,0.000313729
84,4598.73,0.09582,0.613,1,1.46305,0.000297226,0.000297226,0.000297226
85,4653.27,0.09213,0.622,1,1.48197,0.000280723,0.000280723,0.000280723
86,4706.95,0.10813,0.626,1,1.36304,0.00026422,0.00026422,0.00026422
87,4760.52,0.10407,0.613,1,1.34997,0.000247716,0.000247716,0.000247716
88,4814.89,0.0798,0.627,1,1.51682,0.000231213,0.000231213,0.000231213
89,4869.82,0.08808,0.613,1,1.46286,0.00021471,0.00021471,0.00021471
90,4924.31,0.09334,0.613,1,1.50137,0.000198206,0.000198206,0.000198206
91,4978.69,0.08589,0.616,1,1.31344,0.000181703,0.000181703,0.000181703
92,5032.28,0.08319,0.641,1,1.39911,0.0001652,0.0001652,0.0001652
93,5086.05,0.08114,0.61,1,1.32523,0.000148696,0.000148696,0.000148696
94,5139.55,0.07818,0.621,1,1.33764,0.000132193,0.000132193,0.000132193
95,5193.28,0.08218,0.653,1,1.20839,0.00011569,0.00011569,0.00011569
96,5247.13,0.08112,0.659,1,1.15429,9.91865e-05,9.91865e-05,9.91865e-05
97,5301.19,0.08662,0.652,1,1.17773,8.26832e-05,8.26832e-05,8.26832e-05
98,5354.46,0.08294,0.661,1,1.14523,6.61799e-05,6.61799e-05,6.61799e-05
99,5408.08,0.07701,0.653,1,1.27122,4.96766e-05,4.96766e-05,4.96766e-05
100,5462.67,0.06707,0.653,1,1.23067,3.31733e-05,3.31733e-05,3.31733e-05
