epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
46,1476,0.07893,0.623,1,1.6035,0.000924352,0.000924352,0.000924352
47,1508.28,0.08318,0.618,1,1.62612,0.000907848,0.000907848,0.000907848
48,1540.02,0.07642,0.613,1,1.62807,0.000891345,0.000891345,0.000891345
49,1571.58,0.07051,0.61,1,1.71171,0.000874842,0.000874842,0.000874842
50,1602.99,0.07834,0.643,1,1.59981,0.000858338,0.000858338,0.000858338
51,1634.66,0.06859,0.613,1,1.59612,0.000841835,0.000841835,0.000841835
52,1666.3,0.09736,0.644,1,1.37074,0.000825332,0.000825332,0.000825332
53,1698.11,0.04807,0.707,1,1.44056,0.000808828,0.000808828,0.000808828
54,1728.65,0.09109,0.643,1,1.66218,0.000792325,0.000792325,0.000792325
55,1759.93,0.06435,0.674,1,1.53844,0.000775822,0.000775822,0.000775822
56,1791.95,0.09047,0.726,1,1.33598,0.000759318,0.000759318,0.000759318
57,1824.07,0.06597,0.724,1,1.26072,0.000742815,0.000742815,0.000742815
58,1855.84,0.07683,0.658,1,1.40052,0.000726312,0.000726312,0.000726312
59,1887.68,0.06382,0.646,1,1.56792,0.000709809,0.000709809,0.000709809
60,1919.76,0.05752,0.629,1,1.67203,0.000693305,0.000693305,0.000693305
61,1951.19,0.07439,0.61,1,1.57904,0.000676802,0.000676802,0.000676802
62,1982.73,0.06817,0.665,1,1.43978,0.000660299,0.000660299,0.000660299
63,2014.84,0.06622,0.691,1,1.2564,0.000643795,0.000643795,0.000643795
64,2046.91,0.0477,0.653,1,1.60538,0.000627292,0.000627292,0.000627292
65,2078.79,0.06568,0.605,1,2.12517,0.000610789,0.000610789,0.000610789
66,2110.72,0.05593,0.68,1,1.20001,0.000594286,0.000594286,0.000594286
67,2142.78,0.0576,0.647,1,1.38207,0.000577782,0.000577782,0.000577782
68,2175.16,0.06268,0.708,1,1.42403,0.000561279,0.000561279,0.000561279
69,2207.17,0.05281,0.654,1,1.47026,0.000544776,0.000544776,0.000544776
70,2239.4,0.05314,0.659,1,1.46147,0.000528272,0.000528272,0.000528272
71,2270.95,0.05241,0.649,1,1.26097,0.000511769,0.000511769,0.000511769
72,2300.91,0.05753,0.686,1,1.27789,0.000495266,0.000495266,0.000495266
73,2332.68,0.04831,0.66,1,1.44917,0.000478762,0.000478762,0.000478762
74,2404.81,0.04385,0.653,1,1.38504,0.000462259,0.000462259,0.000462259
75,2435.38,0.05083,0.652,1,1.55828,0.000445756,0.000445756,0.000445756
76,2465.39,0.05493,0.63,1,1.68507,0.000429253,0.000429253,0.000429253
77,2497.08,0.0592,0.693,1,1.26225,0.000412749,0.000412749,0.000412749
78,2528.16,0.05594,0.733,1,0.99649,0.000396246,0.000396246,0.000396246
79,2559.99,0.04472,0.709,1,1.42194,0.000379743,0.000379743,0.000379743
80,2591.85,0.04946,0.658,1,1.28985,0.000363239,0.000363239,0.000363239
81,2624.24,0.03874,0.661,1,1.37077,0.000346736,0.000346736,0.000346736
82,2656.45,0.04043,0.727,1,1.07907,0.000330233,0.000330233,0.000330233
83,2689.09,0.04129,0.713,1,1.30121,0.000313729,0.000313729,0.000313729
84,2721.03,0.04528,0.732,1,1.1484,0.000297226,0.000297226,0.000297226
85,2753.7,0.04421,0.691,1,1.18904,0.000280723,0.000280723,0.000280723
86,2785.91,0.05221,0.681,1,1.27377,0.00026422,0.00026422,0.00026422
87,2817.8,0.03916,0.68,1,1.31191,0.000247716,0.000247716,0.000247716
88,2849.63,0.03953,0.69,1,1.47818,0.000231213,0.000231213,0.000231213
89,2882.05,0.03152,0.703,1,1.22976,0.00021471,0.00021471,0.00021471
90,2914.45,0.03078,0.703,1,1.1784,0.000198206,0.000198206,0.000198206
91,2947.57,0.03793,0.675,1,1.42567,0.000181703,0.000181703,0.000181703
92,2980.55,0.04289,0.707,1,1.04769,0.0001652,0.0001652,0.0001652
93,3013.22,0.03353,0.69,1,1.25846,0.000148696,0.000148696,0.000148696
94,3044.91,0.03531,0.712,1,1.16779,0.000132193,0.000132193,0.000132193
95,3076.86,0.03078,0.688,1,1.2584,0.00011569,0.00011569,0.00011569
96,3108.42,0.03374,0.695,1,1.22007,9.91865e-05,9.91865e-05,9.91865e-05
97,3140.3,0.02734,0.696,1,1.27878,8.26832e-05,8.26832e-05,8.26832e-05
98,3172.27,0.03564,0.735,1,1.06052,6.61799e-05,6.61799e-05,6.61799e-05
99,3204.59,0.03497,0.692,1,1.29552,4.96766e-05,4.96766e-05,4.96766e-05
100,3236.68,0.03539,0.729,1,1.12465,3.31733e-05,3.31733e-05,3.31733e-05
