epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
35,2513.41,0.69603,0.5475,1,0.71947,0.00110589,0.00110589,0.00110589
36,2588.11,0.69209,0.55,1,0.90461,0.00108938,0.00108938,0.00108938
37,2660.13,0.68974,0.5325,1,0.66099,0.00107288,0.00107288,0.00107288
38,2731.54,0.69049,0.5475,1,nan,0.00105638,0.00105638,0.00105638
39,2803.32,0.6848,0.5475,1,nan,0.00103987,0.00103987,0.00103987
40,2875.11,0.67836,0.5825,1,0.79364,0.00102337,0.00102337,0.00102337
41,2945.85,0.67698,0.5825,1,1.43042,0.00100687,0.00100687,0.00100687
42,3017.29,0.67287,0.75,1,1.09687,0.000990365,0.000990365,0.000990365
43,3087.88,0.68786,0.5925,1,nan,0.000973861,0.000973861,0.000973861
44,3159.37,0.67757,0.5925,1,nan,0.000957358,0.000957358,0.000957358
45,3230.85,0.66532,0.7225,1,1.1338,0.000940855,0.000940855,0.000940855
46,3301.71,0.65007,0.5625,1,nan,0.000924352,0.000924352,0.000924352
47,3373.94,0.65103,0.63,1,nan,0.000907848,0.000907848,0.000907848
48,3445.21,0.66415,0.5625,1,nan,0.000891345,0.000891345,0.000891345
49,3515.89,0.64489,0.7075,1,nan,0.000874842,0.000874842,0.000874842
50,3587.29,0.64766,0.6225,1,nan,0.000858338,0.000858338,0.000858338
51,3659.58,0.65219,0.57,1,nan,0.000841835,0.000841835,0.000841835
52,3731.81,0.64301,0.6875,1,0.66077,0.000825332,0.000825332,0.000825332
53,3804.57,0.64034,0.665,1,1.18346,0.000808828,0.000808828,0.000808828
54,3876.63,0.63327,0.6075,1,1.01194,0.000792325,0.000792325,0.000792325
55,3948.94,0.61908,0.73,1,1.31546,0.000775822,0.000775822,0.000775822
56,4021.58,0.61765,0.6225,1,1.56237,0.000759318,0.000759318,0.000759318
57,4093.84,0.62187,0.705,1,1.83497,0.000742815,0.000742815,0.000742815
58,4165.39,0.63355,0.735,1,1.35369,0.000726312,0.000726312,0.000726312
59,4237.47,0.63242,0.675,1,1.22823,0.000709809,0.000709809,0.000709809
60,4309.98,0.63785,0.6225,1,2.98585,0.000693305,0.000693305,0.000693305
61,4380.79,0.61352,0.7725,1,1.44784,0.000676802,0.000676802,0.000676802
62,4452.73,0.59749,0.645,1,0.88649,0.000660299,0.000660299,0.000660299
63,4523.82,0.6201,0.6425,1,1.56759,0.000643795,0.000643795,0.000643795
64,4595.53,0.61895,0.695,1,1.22665,0.000627292,0.000627292,0.000627292
65,4667.82,0.59763,0.7325,1,1.00774,0.000610789,0.000610789,0.000610789
66,4739,0.58078,0.61,1,0.99718,0.000594286,0.000594286,0.000594286
67,4811.82,0.59295,0.7,1,1.95733,0.000577782,0.000577782,0.000577782
68,4884.55,0.57619,0.7075,1,2.98566,0.000561279,0.000561279,0.000561279
69,4957.08,0.61425,0.71,1,1.34274,0.000544776,0.000544776,0.000544776
70,5028.47,0.59511,0.635,1,1.09759,0.000528272,0.000528272,0.000528272
71,5102.36,0.58271,0.69,1,1.07852,0.000511769,0.000511769,0.000511769
72,5174.46,0.54837,0.7225,1,1.59565,0.000495266,0.000495266,0.000495266
73,5245.47,0.59577,0.64,1,0.90478,0.000478762,0.000478762,0.000478762
74,5316.3,0.60023,0.7675,1,0.97763,0.000462259,0.000462259,0.000462259
75,5387.76,0.57842,0.7,1,0.98106,0.000445756,0.000445756,0.000445756
76,5459.19,0.59312,0.6625,1,1.18185,0.000429253,0.000429253,0.000429253
77,5529.48,0.55304,0.7,1,1.12058,0.000412749,0.000412749,0.000412749
78,5600.4,0.57391,0.6625,1,1.17189,0.000396246,0.000396246,0.000396246
79,5672.57,0.55657,0.735,1,1.19449,0.000379743,0.000379743,0.000379743
80,5744.12,0.57013,0.685,1,1.10109,0.000363239,0.000363239,0.000363239
81,5816.53,0.53524,0.7275,1,0.55302,0.000346736,0.000346736,0.000346736
82,5889.36,0.55151,0.7275,1,0.86566,0.000330233,0.000330233,0.000330233
83,5961.19,0.5184,0.74,1,0.91279,0.000313729,0.000313729,0.000313729
84,6033.41,0.52715,0.7525,1,1.4712,0.000297226,0.000297226,0.000297226
85,6105.91,0.54576,0.6925,1,1.08138,0.000280723,0.000280723,0.000280723
86,6177.43,0.54304,0.7725,1,1.54532,0.00026422,0.00026422,0.00026422
87,6250.14,0.53706,0.7525,1,1.17681,0.000247716,0.000247716,0.000247716
88,6322.2,0.53878,0.77,1,1.38831,0.000231213,0.000231213,0.000231213
89,6394.63,0.50996,0.75,1,1.20608,0.00021471,0.00021471,0.00021471
90,6465.97,0.50474,0.6925,1,1.25139,0.000198206,0.000198206,0.000198206
91,6537.96,0.52313,0.745,1,1.06083,0.000181703,0.000181703,0.000181703
92,6609.61,0.52119,0.7525,1,1.46283,0.0001652,0.0001652,0.0001652
93,6681.82,0.47473,0.74,1,1.10234,0.000148696,0.000148696,0.000148696
94,6754.7,0.49492,0.72,1,1.3674,0.000132193,0.000132193,0.000132193
95,6826.74,0.50047,0.705,1,2.057,0.00011569,0.00011569,0.00011569
96,6897.67,0.47853,0.69,1,1.81605,9.91865e-05,9.91865e-05,9.91865e-05
97,6970.21,0.49185,0.6875,1,2.33366,8.26832e-05,8.26832e-05,8.26832e-05
98,7041.32,0.50571,0.6875,1,1.45594,6.61799e-05,6.61799e-05,6.61799e-05
99,7112.87,0.46912,0.7175,1,1.52023,4.96766e-05,4.96766e-05,4.96766e-05
100,7185.27,0.45409,0.7225,1,2.00126,3.31733e-05,3.31733e-05,3.31733e-05
