epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
34,1307.82,0.12579,0.573,1,1.84611,0.00112239,0.00112239,0.00112239
35,1345.97,0.12095,0.576,1,1.77427,0.00110589,0.00110589,0.00110589
36,1383.57,0.14487,0.554,1,1.66237,0.00108938,0.00108938,0.00108938
37,1421.58,0.1222,0.507,1,1.78421,0.00107288,0.00107288,0.00107288
38,1458.65,0.11734,0.576,1,1.6908,0.00105638,0.00105638,0.00105638
39,1496,0.11666,0.579,1,2.06727,0.00103987,0.00103987,0.00103987
40,1533.69,0.1175,0.555,1,1.68617,0.00102337,0.00102337,0.00102337
41,1571.51,0.11439,0.547,1,1.54464,0.00100687,0.00100687,0.00100687
42,1609.43,0.1338,0.522,1,1.79848,0.000990365,0.000990365,0.000990365
43,1647.19,0.08724,0.523,1,2.20196,0.000973861,0.000973861,0.000973861
44,1686.02,0.10194,0.551,1,1.77348,0.000957358,0.000957358,0.000957358
45,1724.81,0.09126,0.59,1,1.59191,0.000940855,0.000940855,0.000940855
46,1762,0.10751,0.574,1,1.29217,0.000924352,0.000924352,0.000924352
47,1799.9,0.09154,0.562,1,1.43852,0.000907848,0.000907848,0.000907848
48,1837.38,0.10194,0.568,1,1.83753,0.000891345,0.000891345,0.000891345
49,1875.2,0.09701,0.572,1,1.60065,0.000874842,0.000874842,0.000874842
50,1914.13,0.11214,0.561,1,1.58092,0.000858338,0.000858338,0.000858338
51,1952.23,0.09599,0.59,1,1.55078,0.000841835,0.000841835,0.000841835
52,1990.25,0.09061,0.58,1,1.75811,0.000825332,0.000825332,0.000825332
53,2028.76,0.07069,0.606,1,1.77708,0.000808828,0.000808828,0.000808828
54,2067.61,0.10551,0.597,1,1.75043,0.000792325,0.000792325,0.000792325
55,2105.76,0.09138,0.525,1,1.94002,0.000775822,0.000775822,0.000775822
56,2144.27,0.08794,0.505,1,1.96667,0.000759318,0.000759318,0.000759318
57,2183.09,0.08579,0.624,1,1.36213,0.000742815,0.000742815,0.000742815
58,2221.14,0.11199,0.584,1,1.81501,0.000726312,0.000726312,0.000726312
59,2260.26,0.09098,0.614,1,1.47753,0.000709809,0.000709809,0.000709809
60,2298.17,0.11082,0.662,1,1.43147,0.000693305,0.000693305,0.000693305
61,2336.28,0.08714,0.561,1,1.86111,0.000676802,0.000676802,0.000676802
62,2374.35,0.07621,0.642,1,1.24525,0.000660299,0.000660299,0.000660299
63,2413.22,0.07081,0.583,1,1.70428,0.000643795,0.000643795,0.000643795
64,2451.68,0.05987,0.621,1,1.65492,0.000627292,0.000627292,0.000627292
65,2490.08,0.07607,0.631,1,1.55718,0.000610789,0.000610789,0.000610789
66,2529.19,0.07619,0.63,1,1.31414,0.000594286,0.000594286,0.000594286
67,2567.44,0.0565,0.6,1,1.50913,0.000577782,0.000577782,0.000577782
68,2606.06,0.09483,0.552,1,1.75422,0.000561279,0.000561279,0.000561279
69,2644,0.07481,0.643,1,1.41893,0.000544776,0.000544776,0.000544776
70,2682.12,0.06058,0.646,1,1.7054,0.000528272,0.000528272,0.000528272
71,2721.46,0.05829,0.642,1,1.48701,0.000511769,0.000511769,0.000511769
72,2760.69,0.06577,0.656,1,1.48935,0.000495266,0.000495266,0.000495266
73,2798.76,0.07137,0.619,1,1.42095,0.000478762,0.000478762,0.000478762
74,2836.86,0.06139,0.607,1,1.45684,0.000462259,0.000462259,0.000462259
75,2875.22,0.07769,0.617,1,1.69078,0.000445756,0.000445756,0.000445756
76,2913.05,0.06996,0.589,1,1.63593,0.000429253,0.000429253,0.000429253
77,2951.76,0.07336,0.543,1,1.80996,0.000412749,0.000412749,0.000412749
78,2990.3,0.05813,0.638,1,1.43835,0.000396246,0.000396246,0.000396246
79,3028.47,0.05226,0.626,1,1.81846,0.000379743,0.000379743,0.000379743
80,3065.97,0.06139,0.584,1,1.77422,0.000363239,0.000363239,0.000363239
81,3103.8,0.05037,0.603,1,1.60508,0.000346736,0.000346736,0.000346736
82,3141.76,0.0585,0.652,1,1.31772,0.000330233,0.000330233,0.000330233
83,3180.08,0.05225,0.661,1,1.30867,0.000313729,0.000313729,0.000313729
84,3218.63,0.05613,0.685,1,1.13712,0.000297226,0.000297226,0.000297226
85,3257.1,0.06274,0.668,1,1.15668,0.000280723,0.000280723,0.000280723
86,3298.57,0.05522,0.667,1,1.3572,0.00026422,0.00026422,0.00026422
87,3336.12,0.06906,0.661,1,1.09612,0.000247716,0.000247716,0.000247716
88,3373.96,0.0543,0.65,1,1.32357,0.000231213,0.000231213,0.000231213
89,3411.65,0.05718,0.649,1,1.40707,0.00021471,0.00021471,0.00021471
90,3449.67,0.0546,0.645,1,1.37974,0.000198206,0.000198206,0.000198206
91,3488.28,0.04667,0.651,1,1.34012,0.000181703,0.000181703,0.000181703
92,3526.44,0.0513,0.658,1,1.31977,0.0001652,0.0001652,0.0001652
93,3564.26,0.0474,0.674,1,1.46647,0.000148696,0.000148696,0.000148696
94,3603.23,0.05507,0.665,1,1.4377,0.000132193,0.000132193,0.000132193
95,3641.11,0.04344,0.65,1,1.44745,0.00011569,0.00011569,0.00011569
96,3679.61,0.04219,0.679,1,1.37365,9.91865e-05,9.91865e-05,9.91865e-05
97,3718.05,0.06495,0.696,1,1.15015,8.26832e-05,8.26832e-05,8.26832e-05
98,3755.89,0.04194,0.684,1,1.37486,6.61799e-05,6.61799e-05,6.61799e-05
99,3793.63,0.04858,0.681,1,1.36245,4.96766e-05,4.96766e-05,4.96766e-05
100,3831.84,0.03795,0.679,1,1.33964,3.31733e-05,3.31733e-05,3.31733e-05
