epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,2261.14,4.58101,6.60489,5.3553,0.00307,0.86223,0.00903,0.00244,4.99977,7.92423,5.67143,0.00113889,0.00113889,0.00113889
18,2394.48,4.51136,6.51173,5.30036,0.00297,0.80998,0.01436,0.0042,4.91872,7.84822,5.55395,0.00110589,0.00110589,0.00110589
19,2527.1,4.4903,6.51969,5.29056,0.0717,0.01663,0.01995,0.00553,4.90803,8.2846,5.65379,0.00107288,0.00107288,0.00107288
20,2660.12,4.44232,6.50421,5.25521,0.06586,0.12352,0.03361,0.00955,4.66088,7.32372,5.40973,0.00103987,0.00103987,0.00103987
21,2792.77,4.33952,6.46159,5.18553,0.18727,0.06888,0.05426,0.01337,4.62387,7.4761,5.3856,0.00100687,0.00100687,0.00100687
22,2925.26,4.34246,6.39277,5.17094,0.23151,0.07601,0.07822,0.02121,4.68749,7.67569,5.45844,0.000973861,0.000973861,0.000973861
23,3057.9,4.31646,6.32416,5.11808,0.07797,0.14727,0.03582,0.0093,4.7913,7.28219,5.50819,0.000940855,0.000940855,0.000940855
24,3190.61,4.29756,6.26238,5.10574,0.21187,0.14252,0.07446,0.01938,4.81816,7.35226,5.50239,0.000907848,0.000907848,0.000907848
25,3323.81,4.28059,6.37548,5.13031,0.04089,0.03325,0.02144,0.00596,4.84677,8.0775,5.58052,0.000874842,0.000874842,0.000874842
26,3456.95,4.20295,6.26223,5.06885,0.04692,0.10926,0.02611,0.00728,4.81502,7.08107,5.55244,0.000841835,0.000841835,0.000841835
27,3589.74,4.21197,6.22656,5.07663,0.11641,0.08856,0.07622,0.02505,4.67543,7.41629,5.47019,0.000808828,0.000808828,0.000808828
28,3722.8,4.11003,6.19132,4.97513,0.21351,0.2399,0.12231,0.0395,4.75691,7.51905,5.53662,0.000775822,0.000775822,0.000775822
29,3855.64,4.12009,6.13647,4.96829,0.20291,0.18052,0.12782,0.03833,4.62844,6.60721,5.46138,0.000742815,0.000742815,0.000742815
30,3988.23,4.09027,6.15719,4.96115,0.16395,0.10451,0.06835,0.02163,4.56059,7.63765,5.43698,0.000709809,0.000709809,0.000709809
31,4120.77,4.10086,6.06679,4.94339,0.16696,0.10926,0.08706,0.02671,4.70429,6.81305,5.4522,0.000676802,0.000676802,0.000676802
32,4254.17,4.0327,5.99987,4.88446,0.27111,0.23278,0.14017,0.0421,4.59025,6.31516,5.32257,0.000643795,0.000643795,0.000643795
33,4386.87,4.02565,5.97753,4.86269,0.2209,0.21615,0.12358,0.03949,4.55083,6.54805,5.30064,0.000610789,0.000610789,0.000610789
34,4519.27,4.01264,5.99249,4.85295,0.12219,0.10451,0.04242,0.01093,4.83007,7.4626,5.64293,0.000577782,0.000577782,0.000577782
35,4651.77,3.92664,5.91391,4.80316,0.3063,0.21186,0.18361,0.05828,4.54396,6.72856,5.33344,0.000544776,0.000544776,0.000544776
36,4784.35,3.94052,5.94109,4.8012,0.27336,0.17815,0.13074,0.04175,4.60399,7.28184,5.35542,0.000511769,0.000511769,0.000511769
37,4916.99,3.94386,5.87117,4.81449,0.25459,0.2399,0.13591,0.04253,4.4772,6.93676,5.26087,0.000478762,0.000478762,0.000478762
38,5049.96,3.91996,5.7612,4.77976,0.24009,0.22328,0.13469,0.04227,4.49919,6.86918,5.26534,0.000445756,0.000445756,0.000445756
39,5182.27,3.90843,5.77539,4.76154,0.26171,0.26841,0.16367,0.04469,4.4859,6.38013,5.29873,0.000412749,0.000412749,0.000412749
40,5314.72,3.88226,5.84983,4.74255,0.26902,0.27316,0.15348,0.04324,4.45844,6.2601,5.1954,0.000379743,0.000379743,0.000379743
41,5448.03,3.94385,5.90646,4.84297,0.32378,0.27316,0.22665,0.07819,4.42738,5.86566,5.12226,0.000346736,0.000346736,0.000346736
42,5580.91,3.93074,5.80641,4.82705,0.28086,0.34679,0.21556,0.06105,4.4036,5.80837,5.19822,0.000313729,0.000313729,0.000313729
43,5713.48,3.9388,5.71343,4.8418,0.33677,0.36817,0.23198,0.07638,4.40507,5.59182,5.12039,0.000280723,0.000280723,0.000280723
44,5845.94,3.87711,5.69436,4.78334,0.27525,0.30404,0.19757,0.06529,4.39492,6.07887,5.11443,0.000247716,0.000247716,0.000247716
45,5978.56,3.85965,5.6543,4.76704,0.34411,0.32304,0.22818,0.07235,4.38168,5.93819,5.11067,0.00021471,0.00021471,0.00021471
46,6110.28,3.87544,5.59214,4.72372,0.36409,0.31829,0.22992,0.08866,4.39039,5.75883,5.11548,0.000181703,0.000181703,0.000181703
47,6242.71,3.83929,5.54612,4.74017,0.33038,0.3658,0.25353,0.10187,4.39979,5.84007,5.16615,0.000148696,0.000148696,0.000148696
48,6375.02,3.84443,5.4987,4.70025,0.38358,0.34442,0.25921,0.09009,4.29947,5.66374,5.0676,0.00011569,0.00011569,0.00011569
49,6507.24,3.82717,5.50583,4.72533,0.34962,0.34679,0.2549,0.10092,4.33127,5.65442,5.13967,8.26832e-05,8.26832e-05,8.26832e-05
50,6639.2,3.80927,5.51746,4.71894,0.35577,0.3658,0.26015,0.10157,4.27686,5.47646,5.05686,4.96766e-05,4.96766e-05,4.96766e-05
1,174.021,6.55647,9.95914,8.16502,0.00228,0.4621,0.0035,0.00102,nan,nan,nan,0.000554555,0.000554555,0.000554555
2,343.628,5.68305,7.7671,6.96764,0.00211,0.4132,0.00265,0.0008,nan,nan,nan,0.00108824,0.00108824,0.00108824
3,514.58,5.33056,7.4019,6.34419,0.00241,0.70416,0.00434,0.00126,5.26719,8.90739,5.91743,0.00159992,0.00159992,0.00159992
4,685.291,5.13294,7.29944,6.02403,0.00189,0.44988,0.00579,0.0014,nan,nan,nan,0.00156798,0.00156798,0.00156798
5,857.618,5.00585,7.15873,5.85514,0.0023,0.65526,0.00586,0.00143,5.76314,8.79574,6.31013,0.00153497,0.00153497,0.00153497
6,1028.29,4.84319,7.13839,5.69908,0.00279,0.80685,0.00962,0.00236,nan,nan,nan,0.00150197,0.00150197,0.00150197
7,1198.75,4.75781,6.97476,5.55992,0.00267,0.63325,0.01273,0.00347,nan,nan,nan,0.00146896,0.00146896,0.00146896
8,1367.47,4.57814,6.79993,5.40258,0.00764,0.65281,0.02198,0.00532,4.87254,8.53733,5.75868,0.00143595,0.00143595,0.00143595
9,1538.35,4.50397,6.69882,5.28717,0.05657,0.05134,0.02118,0.00513,4.91961,7.68466,5.81833,0.00140295,0.00140295,0.00140295
10,1710.31,4.43799,6.70117,5.26174,0.00316,0.83374,0.03456,0.00833,4.85359,7.33485,5.73023,0.00136994,0.00136994,0.00136994
11,1880.64,4.3177,6.569,5.14586,0.08163,0.16137,0.03611,0.00925,4.92693,7.43569,5.83781,0.00133693,0.00133693,0.00133693
12,2050.45,4.24336,6.48462,5.0869,0.18093,0.11666,0.10786,0.03526,5.29043,7.6378,6.27347,0.00130393,0.00130393,0.00130393
13,2221.08,4.19414,6.45901,5.05111,0.17436,0.10269,0.10457,0.03809,4.64184,6.99726,5.5323,0.00127092,0.00127092,0.00127092
14,2390.54,4.1617,6.36345,5.00135,0.2223,0.1467,0.08902,0.0287,4.64572,6.49372,5.44692,0.00123791,0.00123791,0.00123791
15,2561.55,4.13072,6.31502,4.94375,0.15668,0.24939,0.10874,0.0325,4.72908,6.76993,5.61429,0.00120491,0.00120491,0.00120491
16,2731.35,4.1188,6.30107,4.93216,0.21319,0.18337,0.10251,0.03546,4.68083,6.36435,5.52222,0.0011719,0.0011719,0.0011719
17,2902.47,4.05767,6.19328,4.87721,0.27476,0.24694,0.1627,0.04834,4.70001,6.59535,5.50706,0.00113889,0.00113889,0.00113889
18,3072.37,4.0261,6.22298,4.85822,0.21891,0.24939,0.15794,0.0519,4.61689,6.77606,5.50565,0.00110589,0.00110589,0.00110589
19,3241.24,4.01153,6.14595,4.85733,0.21564,0.22738,0.12149,0.04474,4.5535,6.50395,5.39117,0.00107288,0.00107288,0.00107288
20,3410.81,3.92446,6.06788,4.77794,0.30515,0.25183,0.1927,0.07184,4.41699,6.00692,5.3013,0.00103987,0.00103987,0.00103987
21,3580.08,3.95522,5.99744,4.78107,0.23659,0.24694,0.14269,0.0471,4.64106,6.52072,5.52548,0.00100687,0.00100687,0.00100687
22,3749.36,3.8853,5.94347,4.70611,0.28039,0.27384,0.18041,0.07124,4.43443,6.49936,5.33425,0.000973861,0.000973861,0.000973861
23,3919.13,3.84483,5.90138,4.7081,0.27914,0.2665,0.18327,0.06394,4.66603,6.22711,5.49163,0.000940855,0.000940855,0.000940855
24,4088.85,3.88051,5.97294,4.73219,0.36732,0.31785,0.22625,0.08288,4.2738,6.11201,5.25645,0.000907848,0.000907848,0.000907848
25,4258.25,3.84452,5.8539,4.69274,0.28968,0.33252,0.19408,0.065,4.37281,5.92909,5.26563,0.000874842,0.000874842,0.000874842
26,4429.37,3.76651,5.81604,4.64301,0.28366,0.28851,0.19675,0.08376,4.42899,5.96597,5.39141,0.000841835,0.000841835,0.000841835
27,4599.28,3.80747,5.82477,4.63626,0.37546,0.34474,0.25655,0.11115,4.20469,5.62967,5.11746,0.000808828,0.000808828,0.000808828
28,4771.55,3.77128,5.70389,4.63514,0.3568,0.31051,0.23317,0.08701,4.37128,5.80808,5.34849,0.000775822,0.000775822,0.000775822
29,4944.44,3.78755,5.71915,4.63226,0.3946,0.3154,0.292,0.11412,4.33267,5.79092,5.17618,0.000742815,0.000742815,0.000742815
30,5115.97,3.80242,5.70771,4.60211,0.29068,0.33985,0.24048,0.09442,4.36039,5.61931,5.26619,0.000709809,0.000709809,0.000709809
31,5286.67,3.75788,5.59081,4.58674,0.2879,0.30249,0.22504,0.08563,4.54357,5.62447,5.41712,0.000676802,0.000676802,0.000676802
32,5458.11,3.69652,5.62036,4.54222,0.41919,0.39704,0.32466,0.13432,4.22248,5.28454,5.1621,0.000643795,0.000643795,0.000643795
33,5630.23,3.64493,5.52017,4.49863,0.39546,0.30548,0.2746,0.11206,4.30153,5.56512,5.22742,0.000610789,0.000610789,0.000610789
34,5803.31,3.68375,5.543,4.48947,0.27297,0.3154,0.23478,0.09457,4.51808,5.93568,5.44674,0.000577782,0.000577782,0.000577782
35,5975.19,3.66758,5.46187,4.4954,0.30979,0.40587,0.27968,0.11266,4.33514,5.77707,5.22759,0.000544776,0.000544776,0.000544776
36,6145.21,3.63235,5.48374,4.47289,0.3186,0.35668,0.28867,0.11837,4.4454,5.77446,5.32294,0.000511769,0.000511769,0.000511769
37,6314.05,3.57093,5.33281,4.39659,0.39,0.35452,0.30271,0.13192,4.21751,5.27741,5.13161,0.000478762,0.000478762,0.000478762
38,6486.1,3.62237,5.40035,4.42324,0.41479,0.40831,0.38067,0.16284,4.18507,5.1041,5.10605,0.000445756,0.000445756,0.000445756
39,6656.44,3.54686,5.39374,4.39938,0.39457,0.38631,0.33207,0.15266,4.1625,5.39774,5.08791,0.000412749,0.000412749,0.000412749
40,6829.43,3.5245,5.26881,4.35217,0.28632,0.33252,0.24508,0.10287,4.41468,5.33442,5.32198,0.000379743,0.000379743,0.000379743
41,7000.97,3.68211,5.36797,4.55718,0.43619,0.34994,0.3263,0.1433,4.25496,5.1868,5.1429,0.000346736,0.000346736,0.000346736
42,7172.48,3.675,5.19652,4.51528,0.36785,0.34963,0.31714,0.13523,4.34228,5.11337,5.17854,0.000313729,0.000313729,0.000313729
43,7342.46,3.6275,5.11727,4.48818,0.35074,0.34473,0.28336,0.12953,4.18822,5.09002,5.03382,0.000280723,0.000280723,0.000280723
44,7516.69,3.57985,5.10599,4.46205,0.34904,0.29095,0.26908,0.1174,4.34189,5.3182,5.12375,0.000247716,0.000247716,0.000247716
45,7687.07,3.59364,5.11112,4.4477,0.4612,0.3423,0.30796,0.14158,4.23411,5.06745,5.07061,0.00021471,0.00021471,0.00021471
46,7856.88,3.56619,5.01191,4.41387,0.41218,0.33252,0.31045,0.15122,4.21793,4.99791,5.07745,0.000181703,0.000181703,0.000181703
47,8029.72,3.5515,4.96107,4.41249,0.43709,0.30073,0.29055,0.1382,4.30934,5.07363,5.10604,0.000148696,0.000148696,0.000148696
48,8200.06,3.53306,4.94872,4.38975,0.41976,0.32029,0.31238,0.14906,4.26963,4.98664,5.10668,0.00011569,0.00011569,0.00011569
49,8371.72,3.56171,4.91458,4.39228,0.40426,0.34719,0.29924,0.14033,4.28872,4.99557,5.13416,8.26832e-05,8.26832e-05,8.26832e-05
50,8542.31,3.53234,4.93734,4.35832,0.44906,0.3423,0.31328,0.15048,4.20438,4.92173,5.05339,4.96766e-05,4.96766e-05,4.96766e-05
